order_id,sku_category,basket_size,pick_time,congestion_score,warehouse_wait_time,rider_distance_km,delivery_time,sla_breach,order_cost,city_zone,peak_hour,pick_cost,staging_cost,last_mile_cost
2771,Household,10,40,3,20,6.6,76,1,136.8,North,1,60.0,24.0,52.8
2772,Household,1,13,1,12,7.24,40,1,91.82,North,1,19.5,14.399999999999999,57.92
2773,Fruits,7,34,9,10,11.61,76,1,155.88,East,0,51.0,12.0,92.88
2774,Frozen,1,32,2,1,8.26,51,1,115.28,East,1,48.0,1.2,66.08
2775,Beverages,7,13,7,12,8.62,49,1,102.86,West,0,19.5,14.399999999999999,68.96
2776,Dairy,15,12,10,11,8.1,49,1,96.0,North,0,18.0,13.2,64.8
2777,Snacks,6,12,4,2,11.93,41,1,115.84,South,1,18.0,2.4,95.44
2778,Fruits,13,29,1,10,11.73,63,1,149.34,East,0,43.5,12.0,93.84
2779,Beverages,2,5,9,7,6.98,34,1,71.74,East,0,7.5,8.4,55.84
2780,Frozen,2,18,2,10,1.51,33,1,51.08,West,1,27.0,12.0,12.08
2781,Beverages,11,6,2,17,7.46,39,1,89.08,North,1,9.0,20.4,59.68
2782,Beverages,9,27,4,19,7.13,64,1,120.34,West,1,40.5,22.8,57.04
2783,Dairy,12,25,3,16,6.05,56,1,105.1,West,1,37.5,19.2,48.4
2784,Vegetables,4,32,8,2,5.66,53,1,95.68,North,1,48.0,2.4,45.28
2785,Beverages,7,24,8,9,5.06,51,1,87.28,North,0,36.0,10.799999999999999,40.48
2786,Beverages,3,36,10,20,6.19,78,1,127.52,South,1,54.0,24.0,49.52
2787,Beverages,13,14,5,4,8.75,40,1,95.8,East,1,21.0,4.8,70.0
2788,Snacks,14,34,7,4,4.75,54,1,93.8,South,1,51.0,4.8,38.0
2789,Vegetables,12,35,3,15,2.52,58,1,90.66,East,0,52.5,18.0,20.16
2790,Fruits,14,7,8,4,5.25,29,0,57.3,West,1,10.5,4.8,42.0
2791,Household,8,29,10,13,1.33,54,1,69.74,East,1,43.5,15.6,10.64
2792,Vegetables,4,29,5,13,3.65,54,1,88.3,West,0,43.5,15.6,29.2
2793,Frozen,8,15,8,16,6.08,51,1,90.34,East,1,22.5,19.2,48.64
2794,Fruits,14,34,5,2,2.08,45,1,70.04,East,0,51.0,2.4,16.64
2795,Fruits,11,31,7,8,10.7,67,1,141.7,West,0,46.5,9.6,85.6
2796,Household,9,40,7,10,1.17,59,1,81.36,East,1,60.0,12.0,9.36
2797,Snacks,1,40,5,14,3.4,65,1,104.0,West,0,60.0,16.8,27.2
2798,Frozen,4,16,8,14,11.46,60,1,132.48,South,1,24.0,16.8,91.68
2799,Vegetables,4,23,8,17,11.3,70,1,145.3,East,1,34.5,20.4,90.4
2800,Frozen,9,38,8,18,10.45,84,1,162.2,West,1,57.0,21.599999999999998,83.6
2801,Beverages,6,33,6,11,11.05,72,1,151.1,North,0,49.5,13.2,88.4
2802,Dairy,12,31,10,4,3.17,51,1,76.66,South,0,46.5,4.8,25.36
2803,Fruits,8,11,8,15,6.73,47,1,88.34,North,1,16.5,18.0,53.84
2804,Beverages,12,14,2,8,4.31,32,1,65.08,East,1,21.0,9.6,34.48
2805,Dairy,7,21,2,10,11.57,56,1,136.06,South,1,31.5,12.0,92.56
2806,Fruits,10,6,8,3,6.0,29,0,60.6,East,0,9.0,3.5999999999999996,48.0
2807,Fruits,12,33,10,19,5.26,72,1,114.38,East,1,49.5,22.8,42.08
2808,Fruits,5,31,4,19,6.09,66,1,118.02,East,1,46.5,22.8,48.72
2809,Vegetables,7,13,9,2,6.63,37,1,74.94,North,1,19.5,2.4,53.04
2810,Beverages,4,32,6,7,10.68,66,1,141.84,South,1,48.0,8.4,85.44
2811,Dairy,8,35,4,9,10.01,68,1,143.38,East,0,52.5,10.799999999999999,80.08
2812,Fruits,10,8,7,17,10.71,53,1,118.08,South,1,12.0,20.4,85.68
2813,Snacks,6,39,4,10,11.49,75,1,162.42,West,0,58.5,12.0,91.92
2814,Dairy,11,21,3,4,5.83,39,1,82.94,East,0,31.5,4.8,46.64
2815,Household,1,20,2,16,8.51,55,1,117.28,South,1,30.0,19.2,68.08
2816,Snacks,13,27,1,11,1.7,42,1,67.3,West,1,40.5,13.2,13.6
2817,Snacks,14,21,5,12,3.7,45,1,75.5,South,0,31.5,14.399999999999999,29.6
2818,Dairy,13,12,10,7,7.48,43,1,86.24,South,1,18.0,8.4,59.84
2819,Snacks,9,6,4,20,3.87,37,1,63.96,South,1,9.0,24.0,30.96
2820,Household,6,15,4,8,5.62,38,1,77.06,East,0,22.5,9.6,44.96
2821,Snacks,5,33,5,2,7.91,55,1,115.18,South,1,49.5,2.4,63.28
2822,Beverages,13,36,1,15,9.5,71,1,148.0,West,0,54.0,18.0,76.0
2823,Fruits,10,10,6,1,9.62,36,1,93.16,West,1,15.0,1.2,76.96
2824,Household,13,39,5,8,9.12,70,1,141.06,North,1,58.5,9.6,72.96
2825,Beverages,3,31,3,19,5.53,64,1,113.54,West,1,46.5,22.8,44.24
2826,Beverages,6,18,3,4,10.42,45,1,115.16,North,0,27.0,4.8,83.36
2827,Household,3,20,9,6,1.67,38,1,50.56,North,1,30.0,7.199999999999999,13.36
2828,Beverages,9,11,3,3,2.89,22,0,43.22,North,0,16.5,3.5999999999999996,23.12
2829,Vegetables,9,7,4,9,10.9,41,1,108.5,South,0,10.5,10.799999999999999,87.2
2830,Snacks,2,29,5,8,5.79,53,1,99.42,East,1,43.5,9.6,46.32
2831,Snacks,9,35,5,16,2.35,60,1,90.5,East,1,52.5,19.2,18.8
2832,Household,13,37,6,10,8.01,69,1,131.58,East,1,55.5,12.0,64.08
2833,Fruits,14,24,1,11,3.17,42,1,74.56,West,1,36.0,13.2,25.36
2834,Beverages,10,34,4,3,8.28,57,1,120.84,East,1,51.0,3.5999999999999996,66.24
2835,Dairy,1,33,4,10,4.14,55,1,94.62,South,0,49.5,12.0,33.12
2836,Vegetables,11,12,7,18,8.45,53,1,107.2,South,0,18.0,21.599999999999998,67.6
2837,Vegetables,2,34,6,5,1.42,47,1,68.36,West,1,51.0,6.0,11.36
2838,Frozen,15,32,7,9,6.91,61,1,114.08,West,0,48.0,10.799999999999999,55.28
2839,Frozen,11,31,4,16,8.93,68,1,137.14,North,1,46.5,19.2,71.44
2840,Vegetables,13,10,9,6,4.13,33,1,55.24,East,0,15.0,7.199999999999999,33.04
2841,Beverages,7,14,9,18,4.13,49,1,75.64,North,1,21.0,21.599999999999998,33.04
2842,Household,12,24,7,20,2.08,55,1,76.64,West,0,36.0,24.0,16.64
2843,Dairy,5,33,9,11,4.12,61,1,95.66,East,0,49.5,13.2,32.96
2844,Dairy,6,38,2,5,9.66,64,1,140.28,North,0,57.0,6.0,77.28
2845,Frozen,1,25,9,14,7.39,62,1,113.42,West,1,37.5,16.8,59.12
2846,Frozen,11,23,10,15,1.91,51,1,67.78,West,0,34.5,18.0,15.28
2847,Snacks,9,34,7,6,11.77,70,1,152.36,East,1,51.0,7.199999999999999,94.16
2848,Household,1,11,3,11,1.79,28,0,44.02,South,0,16.5,13.2,14.32
2849,Dairy,7,6,2,3,6.95,24,0,68.2,South,1,9.0,3.5999999999999996,55.6
2850,Household,1,12,10,17,3.03,45,1,62.64,South,1,18.0,20.4,24.24
2851,Household,13,38,2,2,11.0,64,1,147.4,East,0,57.0,2.4,88.0
2852,Fruits,14,18,1,5,5.87,35,1,79.96,South,1,27.0,6.0,46.96
2853,Frozen,5,36,4,6,10.68,67,1,146.64,West,0,54.0,7.199999999999999,85.44
2854,Fruits,12,32,2,15,11.33,71,1,156.64,South,1,48.0,18.0,90.64
2855,Beverages,12,12,4,9,10.11,45,1,109.68,North,0,18.0,10.799999999999999,80.88
2856,Snacks,5,31,1,16,9.15,66,1,138.9,North,1,46.5,19.2,73.2
2857,Frozen,10,37,3,15,1.89,58,1,88.62,South,0,55.5,18.0,15.12
2858,Fruits,15,40,3,2,6.67,58,1,115.76,North,1,60.0,2.4,53.36
2859,Vegetables,9,5,2,18,2.13,29,0,46.14,West,0,7.5,21.599999999999998,17.04
2860,Beverages,3,39,10,15,6.02,76,1,124.66,South,0,58.5,18.0,48.16
2861,Beverages,13,28,9,3,2.82,45,1,68.16,North,0,42.0,3.5999999999999996,22.56
2862,Snacks,7,32,10,19,10.7,82,1,156.4,South,0,48.0,22.8,85.6
2863,Snacks,13,21,5,12,1.73,41,1,59.74,East,1,31.5,14.399999999999999,13.84
2864,Dairy,13,25,6,20,9.11,69,1,134.38,West,1,37.5,24.0,72.88
2865,Dairy,2,16,6,20,8.83,59,1,118.64,West,1,24.0,24.0,70.64
2866,Household,7,22,3,15,10.13,60,1,132.04,East,1,33.0,18.0,81.04
2867,Snacks,1,20,8,12,2.63,45,1,65.44,North,1,30.0,14.399999999999999,21.04
2868,Fruits,10,24,8,20,5.2,62,1,101.6,South,0,36.0,24.0,41.6
2869,Frozen,6,29,3,4,1.26,38,1,58.38,South,1,43.5,4.8,10.08
2870,Dairy,10,40,6,18,11.04,86,1,169.92,West,0,60.0,21.599999999999998,88.32
2871,Household,14,18,5,10,8.37,49,1,105.96,South,0,27.0,12.0,66.96
2872,Beverages,8,24,4,14,6.06,54,1,101.28,West,0,36.0,16.8,48.48
2873,Frozen,7,29,4,9,3.98,49,1,86.14,West,0,43.5,10.799999999999999,31.84
2874,Frozen,11,40,9,5,4.91,63,1,105.28,East,0,60.0,6.0,39.28
2875,Vegetables,11,38,1,14,1.91,56,1,89.08,West,1,57.0,16.8,15.28
2876,Snacks,2,23,5,11,11.05,61,1,136.1,South,0,34.5,13.2,88.4
2877,Frozen,13,39,3,6,5.52,59,1,109.86,West,1,58.5,7.199999999999999,44.16
2878,Household,9,28,5,13,4.32,54,1,92.16,East,0,42.0,15.6,34.56
2879,Beverages,3,34,8,14,10.58,77,1,152.44,South,1,51.0,16.8,84.64
2880,Beverages,12,11,5,14,2.52,35,1,53.46,North,0,16.5,16.8,20.16
2881,Fruits,7,6,1,20,10.1,47,1,113.8,West,0,9.0,24.0,80.8
2882,Snacks,10,12,10,14,1.33,38,1,45.44,East,1,18.0,16.8,10.64
2883,Beverages,10,32,4,3,7.07,53,1,108.16,North,0,48.0,3.5999999999999996,56.56
2884,Snacks,3,19,4,15,9.7,57,1,124.1,West,0,28.5,18.0,77.6
2885,Fruits,5,17,3,8,10.51,49,1,119.18,South,0,25.5,9.6,84.08
2886,Frozen,2,14,6,17,4.34,45,1,76.12,North,1,21.0,20.4,34.72
2887,Snacks,2,19,8,10,7.87,52,1,103.46,West,0,28.5,12.0,62.96
2888,Frozen,1,26,8,3,4.03,45,1,74.84,West,1,39.0,3.5999999999999996,32.24
2889,Household,15,33,7,2,9.87,61,1,130.86,East,0,49.5,2.4,78.96
2890,Beverages,14,7,2,20,10.64,50,1,119.62,West,1,10.5,24.0,85.12
2891,Snacks,3,12,10,17,6.6,52,1,91.2,West,0,18.0,20.4,52.8
2892,Vegetables,15,13,9,8,4.64,39,1,66.22,West,0,19.5,9.6,37.12
2893,Beverages,15,35,10,9,3.35,60,1,90.1,South,0,52.5,10.799999999999999,26.8
2894,Snacks,7,7,1,20,5.28,38,1,76.74,North,1,10.5,24.0,42.24
2895,Household,11,27,2,15,3.64,51,1,87.62,North,0,40.5,18.0,29.12
2896,Fruits,2,29,3,10,1.06,44,1,63.98,West,1,43.5,12.0,8.48
2897,Vegetables,15,24,1,6,3.58,38,1,71.84,West,0,36.0,7.199999999999999,28.64
2898,Snacks,2,8,1,10,2.31,23,0,42.48,West,1,12.0,12.0,18.48
2899,Fruits,15,8,9,10,8.02,43,1,88.16,West,0,12.0,12.0,64.16
2900,Beverages,3,32,8,17,6.53,70,1,120.64,South,0,48.0,20.4,52.24
2901,Fruits,8,40,5,17,2.91,67,1,103.68,South,0,60.0,20.4,23.28
2902,Snacks,14,7,10,17,4.64,43,1,68.02,South,1,10.5,20.4,37.12
2903,Snacks,9,5,3,14,10.27,42,1,106.46,West,1,7.5,16.8,82.16
2904,Vegetables,14,17,4,9,3.67,37,1,65.66,North,1,25.5,10.799999999999999,29.36
2905,Beverages,11,10,6,18,8.47,50,1,104.36,South,1,15.0,21.599999999999998,67.76
2906,Frozen,15,33,2,8,11.57,66,1,151.66,East,1,49.5,9.6,92.56
2907,Fruits,13,18,5,1,5.36,34,1,71.08,South,1,27.0,1.2,42.88
2908,Beverages,7,25,8,19,2.96,57,1,83.98,East,0,37.5,22.8,23.68
2909,Vegetables,12,32,1,12,10.59,66,1,147.12,West,1,48.0,14.399999999999999,84.72
2910,Household,7,17,9,11,11.58,60,1,131.34,South,0,25.5,13.2,92.64
2911,Dairy,11,19,5,13,5.95,48,1,91.7,West,0,28.5,15.6,47.6
2912,Frozen,14,13,4,15,3.03,38,1,61.74,South,0,19.5,18.0,24.24
2913,Fruits,8,24,7,8,11.45,61,1,137.2,East,0,36.0,9.6,91.6
2914,Frozen,14,29,5,14,8.01,64,1,124.38,North,0,43.5,16.8,64.08
2915,Frozen,10,38,2,4,3.33,50,1,88.44,West,1,57.0,4.8,26.64
2916,Fruits,10,34,9,8,9.53,70,1,136.84,East,0,51.0,9.6,76.24
2917,Frozen,7,7,4,16,9.66,46,1,106.98,South,0,10.5,19.2,77.28
2918,Beverages,11,8,7,20,10.52,56,1,120.16,South,0,12.0,24.0,84.16
2919,Household,4,17,6,12,3.57,42,1,68.46,North,1,25.5,14.399999999999999,28.56
2920,Household,10,33,4,9,10.4,66,1,143.5,North,1,49.5,10.799999999999999,83.2
2921,Household,11,32,7,18,8.9,74,1,140.8,East,1,48.0,21.599999999999998,71.2
2922,Fruits,14,38,6,3,4.28,55,1,94.84,North,1,57.0,3.5999999999999996,34.24
2923,Snacks,10,37,7,5,9.76,68,1,139.58,East,0,55.5,6.0,78.08
2924,Fruits,10,35,6,17,2.55,63,1,93.3,East,0,52.5,20.4,20.4
2925,Household,3,9,6,10,8.75,42,1,95.5,West,0,13.5,12.0,70.0
2926,Fruits,3,13,4,10,7.49,41,1,91.42,South,1,19.5,12.0,59.92
2927,Snacks,8,34,9,17,3.06,66,1,95.88,West,1,51.0,20.4,24.48
2928,Beverages,1,29,9,16,11.72,77,1,156.46,East,0,43.5,19.2,93.76
2929,Vegetables,3,31,7,16,5.38,64,1,108.74,West,1,46.5,19.2,43.04
2930,Frozen,5,37,4,3,9.06,62,1,131.58,East,0,55.5,3.5999999999999996,72.48
2931,Household,10,9,1,16,9.94,45,1,112.22,South,1,13.5,19.2,79.52
2932,Vegetables,4,20,2,18,2.93,45,1,75.04,East,0,30.0,21.599999999999998,23.44
2933,Dairy,3,33,8,12,11.35,75,1,154.7,East,0,49.5,14.399999999999999,90.8
2934,Vegetables,15,19,6,17,6.35,54,1,99.7,North,1,28.5,20.4,50.8
2935,Snacks,3,23,2,18,4.1,51,1,88.9,West,1,34.5,21.599999999999998,32.8
2936,Vegetables,1,39,10,1,9.85,69,1,138.5,West,0,58.5,1.2,78.8
2937,Dairy,4,30,5,20,9.51,74,1,145.08,West,0,45.0,24.0,76.08
2938,Dairy,14,17,6,7,9.51,49,1,109.98,South,0,25.5,8.4,76.08
2939,Beverages,13,5,3,13,9.11,39,1,95.98,South,1,7.5,15.6,72.88
2940,Frozen,12,11,8,13,11.82,55,1,126.66,South,1,16.5,15.6,94.56
2941,Dairy,7,8,3,8,11.5,42,1,113.6,South,0,12.0,9.6,92.0
2942,Vegetables,11,28,9,17,6.17,66,1,111.76,East,1,42.0,20.4,49.36
2943,Vegetables,11,6,6,1,5.12,23,0,51.16,West,1,9.0,1.2,40.96
2944,Dairy,8,6,3,19,7.9,43,1,95.0,South,1,9.0,22.8,63.2
2945,Beverages,10,38,2,6,1.92,49,1,79.56,East,1,57.0,7.199999999999999,15.36
2946,Household,3,12,2,15,2.56,34,1,56.48,East,1,18.0,18.0,20.48
2947,Vegetables,5,9,3,7,9.95,38,1,101.5,South,0,13.5,8.4,79.6
2948,Dairy,11,18,3,20,10.76,62,1,137.08,South,1,27.0,24.0,86.08
2949,Snacks,11,6,6,2,5.32,24,0,53.96,East,0,9.0,2.4,42.56
2950,Snacks,10,9,1,6,9.42,34,1,96.06,South,0,13.5,7.199999999999999,75.36
2951,Vegetables,12,14,2,17,5.83,44,1,88.04,West,0,21.0,20.4,46.64
2952,Vegetables,13,22,5,1,6.52,41,1,86.36,South,0,33.0,1.2,52.16
2953,Beverages,14,22,7,4,5.21,43,1,79.48,East,0,33.0,4.8,41.68
2954,Snacks,4,7,4,11,11.0,44,1,111.7,West,0,10.5,13.2,88.0
2955,Vegetables,12,13,4,20,6.58,50,1,96.14,East,0,19.5,24.0,52.64
2956,Snacks,13,18,6,19,10.19,63,1,131.32,West,0,27.0,22.8,81.52
2957,Beverages,10,19,4,5,2.82,33,1,57.06,East,1,28.5,6.0,22.56
2958,Vegetables,9,37,10,4,8.55,68,1,128.7,North,0,55.5,4.8,68.4
2959,Beverages,7,20,8,1,11.54,52,1,123.52,South,1,30.0,1.2,92.32
2960,Household,7,8,1,15,3.95,31,1,61.6,West,1,12.0,18.0,31.6
2961,Frozen,14,37,8,14,2.45,63,1,91.9,West,0,55.5,16.8,19.6
2962,Household,2,28,2,7,9.39,55,1,125.52,South,1,42.0,8.4,75.12
2963,Fruits,8,28,4,16,9.24,66,1,135.12,East,1,42.0,19.2,73.92
2964,Frozen,1,14,6,1,11.35,43,1,113.0,South,0,21.0,1.2,90.8
2965,Household,1,19,3,17,3.93,46,1,80.34,East,1,28.5,20.4,31.44
2966,Fruits,1,13,3,16,1.68,35,1,52.14,East,1,19.5,19.2,13.44
2967,Fruits,2,25,9,15,1.46,51,1,67.18,South,1,37.5,18.0,11.68
2968,Household,1,15,4,2,9.61,40,1,101.78,North,0,22.5,2.4,76.88
2969,Household,14,20,1,13,1.09,36,1,54.32,South,0,30.0,15.6,8.72
2970,Fruits,14,5,1,17,8.07,39,1,92.46,West,1,7.5,20.4,64.56
2971,Beverages,12,5,7,18,3.23,36,1,54.94,West,0,7.5,21.599999999999998,25.84
2972,Frozen,8,8,7,10,7.64,40,1,85.12,South,0,12.0,12.0,61.12
2973,Vegetables,15,35,7,11,11.71,76,1,159.38,East,0,52.5,13.2,93.68
2974,Dairy,9,5,4,10,6.66,32,1,72.78,East,0,7.5,12.0,53.28
2975,Vegetables,4,26,6,14,7.78,61,1,118.04,North,0,39.0,16.8,62.24
2976,Household,12,10,4,13,1.79,30,0,44.92,South,0,15.0,15.6,14.32
2977,Household,4,30,2,19,9.19,69,1,141.32,East,0,45.0,22.8,73.52
2978,Household,2,5,8,3,7.25,30,0,69.1,South,0,7.5,3.5999999999999996,58.0
2979,Dairy,8,23,2,18,7.91,58,1,119.38,North,1,34.5,21.599999999999998,63.28
2980,Dairy,7,34,10,17,6.78,74,1,125.64,West,1,51.0,20.4,54.24
2981,Vegetables,6,5,4,13,7.62,37,1,84.06,South,0,7.5,15.6,60.96
2982,Dairy,6,22,4,11,5.91,48,1,93.48,South,0,33.0,13.2,47.28
2983,Beverages,4,35,1,16,2.52,57,1,91.86,South,1,52.5,19.2,20.16
2984,Household,14,11,3,9,10.68,44,1,112.74,West,0,16.5,10.799999999999999,85.44
2985,Household,5,26,8,7,10.7,62,1,133.0,West,0,39.0,8.4,85.6
2986,Dairy,5,30,5,12,7.52,62,1,119.56,East,1,45.0,14.399999999999999,60.16
2987,Household,11,33,9,15,1.21,59,1,77.18,East,1,49.5,18.0,9.68
2988,Household,12,40,4,18,5.93,73,1,129.04,East,1,60.0,21.599999999999998,47.44
2989,Dairy,6,28,8,11,3.37,53,1,82.16,North,0,42.0,13.2,26.96
2990,Beverages,6,16,5,9,9.27,48,1,108.96,East,0,24.0,10.799999999999999,74.16
2991,Snacks,3,5,10,15,5.38,40,1,68.54,North,0,7.5,18.0,43.04
2992,Household,3,40,5,10,11.51,78,1,164.08,South,0,60.0,12.0,92.08
2993,Vegetables,8,10,8,4,3.07,28,0,44.36,West,1,15.0,4.8,24.56
2994,Snacks,6,20,4,13,8.13,53,1,110.64,North,0,30.0,15.6,65.04
2995,Vegetables,9,13,8,16,9.47,55,1,114.46,West,0,19.5,19.2,75.76
2996,Dairy,7,37,4,1,1.16,44,1,65.98,South,1,55.5,1.2,9.28
2997,Frozen,2,11,4,13,6.89,41,1,87.22,North,1,16.5,15.6,55.12
2998,Fruits,8,18,2,2,1.29,24,0,39.72,East,0,27.0,2.4,10.32
2999,Beverages,14,29,1,16,3.65,53,1,91.9,North,0,43.5,19.2,29.2
3000,Dairy,8,35,7,6,2.55,53,1,80.1,East,0,52.5,7.199999999999999,20.4
3001,Vegetables,12,17,4,20,2.84,46,1,72.22,East,1,25.5,24.0,22.72
3002,Dairy,2,33,2,5,4.09,48,1,88.22,South,1,49.5,6.0,32.72
3003,Snacks,9,13,5,16,3.27,40,1,64.86,North,1,19.5,19.2,26.16
3004,Vegetables,6,26,10,4,5.67,51,1,89.16,South,0,39.0,4.8,45.36
3005,Fruits,4,25,1,1,3.46,33,1,66.38,West,1,37.5,1.2,27.68
3006,Fruits,12,28,3,9,9.1,58,1,125.6,North,0,42.0,10.799999999999999,72.8
3007,Snacks,13,5,1,19,8.58,42,1,98.94,North,1,7.5,22.8,68.64
3008,Fruits,15,34,1,13,7.0,62,1,122.6,West,0,51.0,15.6,56.0
3009,Snacks,7,39,6,7,8.38,68,1,133.94,West,1,58.5,8.4,67.04
3010,Dairy,4,40,8,12,8.81,77,1,144.88,South,1,60.0,14.399999999999999,70.48
3011,Snacks,2,11,2,13,7.09,40,1,88.82,North,0,16.5,15.6,56.72
3012,Household,2,8,6,1,2.42,19,0,32.56,South,0,12.0,1.2,19.36
3013,Beverages,10,12,9,10,3.63,38,1,59.04,North,1,18.0,12.0,29.04
3014,Fruits,14,21,5,7,1.59,36,1,52.62,West,1,31.5,8.4,12.72
3015,Fruits,1,10,2,17,2.74,34,1,57.32,West,0,15.0,20.4,21.92
3016,Beverages,4,20,3,2,1.7,28,0,46.0,East,1,30.0,2.4,13.6
3017,Frozen,7,38,2,17,6.94,70,1,132.92,North,1,57.0,20.4,55.52
3018,Vegetables,4,17,6,15,9.32,56,1,118.06,South,0,25.5,18.0,74.56
3019,Household,1,10,3,17,1.64,33,1,48.52,North,1,15.0,20.4,13.12
3020,Beverages,6,28,9,17,5.06,64,1,102.88,West,0,42.0,20.4,40.48
3021,Fruits,12,27,9,6,11.84,65,1,142.42,West,1,40.5,7.199999999999999,94.72
3022,Household,5,24,7,1,6.24,44,1,87.12,East,1,36.0,1.2,49.92
3023,Frozen,5,26,2,16,6.21,56,1,107.88,East,1,39.0,19.2,49.68
3024,Beverages,13,10,9,10,8.97,46,1,98.76,South,0,15.0,12.0,71.76
3025,Dairy,2,38,2,15,2.23,59,1,92.84,East,1,57.0,18.0,17.84
3026,Dairy,9,25,10,14,5.66,60,1,99.58,North,0,37.5,16.8,45.28
3027,Snacks,8,19,1,2,11.22,44,1,120.66,West,1,28.5,2.4,89.76
3028,Vegetables,1,31,10,20,9.16,79,1,143.78,East,1,46.5,24.0,73.28
3029,Frozen,10,31,6,8,5.83,56,1,102.74,East,0,46.5,9.6,46.64
3030,Frozen,7,36,1,5,6.68,55,1,113.44,West,1,54.0,6.0,53.44
3031,Household,1,25,6,9,11.3,62,1,138.7,West,1,37.5,10.799999999999999,90.4
3032,Fruits,1,16,7,13,5.85,47,1,86.4,West,0,24.0,15.6,46.8
3033,Fruits,3,21,2,1,10.35,44,1,115.5,West,1,31.5,1.2,82.8
3034,Vegetables,8,29,8,10,10.71,68,1,141.18,North,0,43.5,12.0,85.68
3035,Dairy,7,5,5,4,5.44,24,0,55.82,West,0,7.5,4.8,43.52
3036,Snacks,14,22,10,5,3.31,43,1,65.48,East,0,33.0,6.0,26.48
3037,Frozen,6,6,10,8,10.32,44,1,101.16,West,0,9.0,9.6,82.56
3038,Household,10,12,5,19,9.42,54,1,116.16,West,0,18.0,22.8,75.36
3039,Snacks,1,20,4,19,1.6,46,1,65.6,North,1,30.0,22.8,12.8
3040,Frozen,6,40,8,5,2.25,57,1,84.0,East,1,60.0,6.0,18.0
3041,Dairy,11,18,10,11,4.97,48,1,79.96,East,0,27.0,13.2,39.76
3042,Household,5,38,5,4,3.72,54,1,91.56,East,0,57.0,4.8,29.76
3043,Beverages,12,10,7,17,3.05,40,1,59.8,North,0,15.0,20.4,24.4
3044,Beverages,12,26,10,12,6.47,60,1,105.16,North,1,39.0,14.399999999999999,51.76
3045,Snacks,3,10,1,6,1.43,19,0,33.64,South,1,15.0,7.199999999999999,11.44
3046,Beverages,5,34,9,3,9.06,64,1,127.08,West,1,51.0,3.5999999999999996,72.48
3047,Snacks,5,26,8,14,4.21,56,1,89.48,North,1,39.0,16.8,33.68
3048,Vegetables,4,16,7,16,11.59,62,1,135.92,North,0,24.0,19.2,92.72
3049,Snacks,6,37,2,7,11.91,69,1,159.18,East,1,55.5,8.4,95.28
3050,Fruits,3,40,8,9,6.76,70,1,124.88,West,1,60.0,10.799999999999999,54.08
3051,Frozen,5,15,6,11,1.21,34,1,45.38,West,1,22.5,13.2,9.68
3052,Snacks,6,20,4,10,10.92,55,1,129.36,West,0,30.0,12.0,87.36
3053,Household,8,19,6,14,10.11,59,1,126.18,South,0,28.5,16.8,80.88
3054,Snacks,2,36,2,14,3.74,59,1,100.72,North,0,54.0,16.8,29.92
3055,Fruits,9,31,3,14,1.71,51,1,76.98,West,0,46.5,16.8,13.68
3056,Fruits,10,8,10,13,4.86,40,1,66.48,East,0,12.0,15.6,38.88
3057,Household,8,5,1,17,2.32,27,0,46.46,North,1,7.5,20.4,18.56
3058,Snacks,5,17,10,10,10.38,57,1,120.54,North,1,25.5,12.0,83.04
3059,Dairy,7,39,5,4,7.73,63,1,125.14,West,0,58.5,4.8,61.84
3060,Vegetables,5,34,2,12,2.75,53,1,87.4,West,1,51.0,14.399999999999999,22.0
3061,Vegetables,10,26,4,6,9.37,54,1,121.16,West,1,39.0,7.199999999999999,74.96
3062,Household,5,24,7,3,8.16,50,1,104.88,West,0,36.0,3.5999999999999996,65.28
3063,Household,9,16,7,9,7.66,47,1,96.08,North,0,24.0,10.799999999999999,61.28
3064,Household,1,20,8,5,10.44,53,1,119.52,North,0,30.0,6.0,83.52
3065,Household,1,37,3,4,1.16,46,1,69.58,South,1,55.5,4.8,9.28
3066,Household,15,9,5,14,10.27,48,1,112.46,South,1,13.5,16.8,82.16
3067,Frozen,8,27,9,6,5.16,52,1,88.98,North,1,40.5,7.199999999999999,41.28
3068,Fruits,5,31,3,19,7.9,68,1,132.5,West,0,46.5,22.8,63.2
3069,Beverages,13,20,3,6,3.72,36,1,66.96,North,1,30.0,7.199999999999999,29.76
3070,Household,8,21,1,18,3.64,47,1,82.22,North,1,31.5,21.599999999999998,29.12
3071,Snacks,10,21,8,10,6.15,51,1,92.7,West,0,31.5,12.0,49.2
3072,Beverages,1,22,7,17,11.65,69,1,146.6,West,1,33.0,20.4,93.2
3073,Frozen,14,15,6,12,6.67,46,1,90.26,East,1,22.5,14.399999999999999,53.36
3074,Frozen,10,9,7,7,6.24,35,1,71.82,South,1,13.5,8.4,49.92
3075,Snacks,9,31,7,14,4.63,61,1,100.34,South,1,46.5,16.8,37.04
3076,Frozen,4,27,5,1,10.54,54,1,126.02,West,1,40.5,1.2,84.32
3077,Fruits,8,9,5,9,5.13,33,1,65.34,South,1,13.5,10.799999999999999,41.04
3078,Household,14,23,1,9,7.01,47,1,101.38,West,1,34.5,10.799999999999999,56.08
3079,Snacks,14,16,10,6,4.15,40,1,64.4,South,1,24.0,7.199999999999999,33.2
3080,Household,14,32,8,5,6.7,58,1,107.6,North,1,48.0,6.0,53.6
